id,customer_type,age,class,flight_distance,inflight_wifi_service,departure_arrival_time_convenient,ease_of_online_booking,gate_location,food_and_drink,online_boarding,seat_comfort,inflight_entertainment,on_board_service,leg_room_service,baggage_handling,checkin_service,inflight_service,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,gender_Female,gender_Male,type_of_travel_business_travel,type_of_travel_personal_travel
98885,1,0.012820512820512817,0.0,0.1938610662358643,0.6000000000000001,0.8,0.6000000000000001,0.8,0.4,0.6000000000000001,0.25,0.4,0.8,1.0,1.0,0.75,0.8,0.4,0.0,0.0,1.0,0.0,0.0,1.0
119743,1,0.23076923076923073,0.0,0.2958400646203554,0.2,0.6000000000000001,0.2,0.4,1.0,0.2,1.0,1.0,1.0,1.0,0.75,0.0,0.2,1.0,0.0,0.0,0.0,1.0,0.0,1.0
11173,1,0.5897435897435898,0.0,0.05674474959612279,0.4,0.2,0.4,0.6000000000000001,1.0,0.4,1.0,1.0,0.4,0.2,0.5,0.75,0.8,1.0,0.03048180924287119,0.04253214638971315,0.0,1.0,0.0,1.0
19535,1,0.5512820512820512,0.0,0.03655088852988692,1.0,0.4,0.4,0.4,0.4,0.6000000000000001,0.25,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.06096361848574238,0.05242334322453017,1.0,0.0,1.0,0.0
6958,1,0.1282051282051282,0.5,0.09491114701130857,0.4,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,0.4,0.0,0.4,0.8,0.2,0.5,0.75,0.6000000000000001,0.4,0.0,0.009891196834817012,0.0,1.0,1.0,0.0
102061,1,0.1923076923076923,1.0,0.04584006462035542,0.6000000000000001,0.6000000000000001,0.0,0.8,0.6000000000000001,0.0,0.5,0.6000000000000001,0.6000000000000001,0.2,1.0,0.25,0.8,0.6000000000000001,0.017699115044247787,0.018793273986152322,0.0,1.0,0.0,1.0
10556,1,0.41025641025641024,1.0,0.3033117932148627,0.4,0.4,0.4,0.4,0.6000000000000001,0.8,0.75,0.8,0.8,0.8,0.75,0.5,0.8,1.0,0.0,0.0,1.0,0.0,1.0,0.0
100258,1,0.2692307692307692,1.0,0.695880452342488,0.4,0.4,1.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,1.0,1.0,0.0,0.005934718100890208,0.0,1.0,1.0,0.0
106219,1,0.5,0.0,0.08885298869143782,0.6000000000000001,0.8,0.8,0.8,0.8,0.6000000000000001,0.75,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.5,0.25,0.6000000000000001,0.8,0.03736479842674533,0.029673590504451036,1.0,0.0,1.0,0.0
90624,0,0.20512820512820512,0.0,0.08340064620355413,0.8,0.6000000000000001,0.8,0.8,0.6000000000000001,0.8,0.5,0.6000000000000001,0.8,0.6000000000000001,0.5,0.25,0.6000000000000001,0.6000000000000001,0.007866273352999017,0.0009891196834817012,0.0,1.0,1.0,0.0
91470,1,0.6923076923076923,0.0,0.16720516962843296,0.8,1.0,1.0,0.4,0.2,1.0,0.0,0.2,0.8,1.0,0.75,0.75,0.8,0.2,0.0,0.0,0.0,1.0,0.0,1.0
102816,0,0.2948717948717948,0.0,0.06280290791599355,0.6000000000000001,0.0,0.6000000000000001,1.0,0.6000000000000001,0.6000000000000001,0.5,0.6000000000000001,0.4,1.0,0.25,0.75,0.4,0.6000000000000001,0.0,0.004945598417408506,1.0,0.0,1.0,0.0
36440,1,0.6666666666666666,0.0,0.06825525040387723,0.6000000000000001,0.8,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,0.75,0.8,0.8,0.6000000000000001,0.75,0.75,0.8,0.8,0.0,0.0,1.0,0.0,0.0,1.0
22656,1,0.03846153846153845,0.5,0.05432148626817448,0.4,0.6000000000000001,0.4,0.8,1.0,0.4,1.0,1.0,0.8,0.6000000000000001,0.25,0.0,0.6000000000000001,1.0,0.032448377581120944,0.03165182987141444,0.0,1.0,0.0,1.0
7314,1,0.46153846153846145,0.5,0.017164781906300487,0.8,0.6000000000000001,0.8,0.6000000000000001,0.6000000000000001,0.8,0.75,1.0,1.0,0.8,0.5,0.75,1.0,0.8,0.0,0.0,1.0,0.0,0.0,1.0
72439,1,0.5128205128205128,1.0,0.22011308562197093,0.2,0.2,0.6000000000000001,0.2,0.6000000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.01376597836774828,0.026706231454005934,0.0,1.0,1.0,0.0
13763,0,0.2948717948717948,0.5,0.07471728594507271,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,0.6000000000000001,0.6000000000000001,0.5,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.5,0.0,0.8,0.6000000000000001,0.0,0.0,1.0,0.0,1.0,0.0
88304,0,0.10256410256410255,0.0,0.10379644588045235,0.6000000000000001,0.4,0.4,0.8,0.4,0.4,0.5,0.4,0.4,0.8,0.75,0.25,0.8,0.4,0.0,0.0,0.0,1.0,1.0,0.0
6711,1,0.5512820512820512,0.0,0.07512116316639743,0.6000000000000001,0.4,0.6000000000000001,0.8,0.4,0.6000000000000001,0.25,0.4,0.4,0.6000000000000001,0.75,0.25,0.6000000000000001,0.4,0.029498525073746316,0.025717111770524232,0.0,1.0,0.0,1.0
88149,1,0.6282051282051282,1.0,0.6413570274636511,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,1.0,0.75,1.0,1.0,1.0,1.0,0.5,1.0,0.6000000000000001,0.01376597836774828,0.014836795252225518,0.0,1.0,1.0,0.0
41798,1,0.7948717948717948,0.0,0.04563812600969306,0.6000000000000001,0.4,0.4,0.4,0.6000000000000001,0.6000000000000001,0.5,0.6000000000000001,0.4,0.6000000000000001,0.0,1.0,0.4,0.6000000000000001,0.0,0.0,0.0,1.0,1.0,0.0
129069,1,0.4358974358974359,1.0,0.46668012924071084,0.4,0.4,0.4,0.4,0.8,0.8,0.75,0.6000000000000001,0.6000000000000001,1.0,0.75,0.75,1.0,0.8,0.0029498525073746312,0.0,0.0,1.0,1.0,0.0
110677,1,0.6282051282051282,1.0,0.6250000000000001,1.0,1.0,1.0,1.0,0.8,0.8,1.0,0.8,0.8,0.8,0.75,1.0,0.8,0.8,0.0,0.0,0.0,1.0,1.0,0.0
120943,1,0.23076923076923073,1.0,0.544426494345719,0.4,0.4,0.4,0.4,0.8,0.8,0.75,0.8,1.0,0.8,1.0,0.75,1.0,0.8,0.0,0.0,0.0,1.0,1.0,0.0
63859,1,0.6666666666666666,1.0,0.4818255250403877,0.4,0.4,0.4,0.4,0.6000000000000001,0.8,0.75,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0019665683382497543,0.00791295746785361,1.0,0.0,1.0,0.0
49481,0,0.2564102564102564,0.0,0.04422455573505655,0.6000000000000001,1.0,0.6000000000000001,1.0,1.0,0.6000000000000001,0.5,1.0,1.0,0.8,0.5,0.0,1.0,1.0,0.08751229105211407,0.09990108803165183,0.0,1.0,1.0,0.0
72048,1,0.5384615384615384,1.0,0.4957592891760905,0.4,0.4,0.4,0.4,0.8,0.8,0.75,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
42926,1,0.46153846153846145,1.0,0.7905896607431342,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.0,1.0,0.8,0.8,0.8,0.75,1.0,0.8,0.8,0.0,0.0,1.0,0.0,1.0,0.0
29014,1,0.8076923076923076,1.0,0.6813408723747981,1.0,1.0,1.0,1.0,0.8,1.0,0.5,0.8,0.8,0.8,0.75,1.0,0.8,0.2,0.0,0.0,1.0,0.0,1.0,0.0
106044,1,0.17948717948717946,1.0,0.6962843295638127,0.4,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,0.2,0.25,0.4,0.6000000000000001,0.6000000000000001,0.75,0.75,0.6000000000000001,0.4,0.003933136676499509,0.0,0.0,1.0,1.0,0.0
2197,1,0.15384615384615385,0.0,0.13206785137318255,0.4,0.8,0.4,0.8,1.0,0.4,1.0,1.0,0.4,1.0,0.5,0.25,0.6000000000000001,1.0,0.0,0.0,1.0,0.0,0.0,1.0
110497,1,0.6153846153846153,1.0,0.390751211631664,0.2,0.2,0.2,0.2,0.6000000000000001,0.8,1.0,0.4,0.4,0.4,0.25,1.0,0.4,0.6000000000000001,0.003933136676499509,0.0,1.0,0.0,1.0,0.0
94781,0,0.3205128205128205,0.0,0.08622778675282715,0.6000000000000001,0.2,0.6000000000000001,0.6000000000000001,1.0,0.6000000000000001,1.0,1.0,0.4,1.0,0.25,0.75,0.4,1.0,0.02359882005899705,0.016815034619188922,0.0,1.0,1.0,0.0
82765,1,0.6538461538461539,0.0,0.07633279483037157,0.6000000000000001,0.4,0.6000000000000001,0.8,0.4,0.6000000000000001,0.0,0.4,0.6000000000000001,1.0,0.75,0.0,0.6000000000000001,0.4,0.0,0.0,0.0,1.0,0.0,1.0
126453,1,0.5512820512820512,1.0,0.36712439418416803,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,1.0,1.0,0.6000000000000001,0.6000000000000001,0.4,0.5,0.5,0.6000000000000001,0.6000000000000001,0.0,0.006923837784371909,0.0,1.0,1.0,0.0
118980,1,0.41025641025641024,0.5,0.10884491114701132,0.2,0.4,0.4,0.8,0.4,0.4,0.25,0.4,0.8,1.0,0.75,0.25,0.8,0.4,0.01376597836774828,0.014836795252225518,1.0,0.0,0.0,1.0
28432,1,0.4358974358974359,1.0,0.4977786752827141,0.2,0.2,0.2,0.2,1.0,0.8,0.75,0.8,0.2,0.6000000000000001,0.5,0.75,0.6000000000000001,0.8,0.009832841691248772,0.0,0.0,1.0,1.0,0.0
76846,1,0.5384615384615384,1.0,0.3525848142164782,0.8,0.8,0.8,0.8,1.0,1.0,1.0,0.8,0.8,0.8,0.75,0.75,0.8,0.8,0.0009832841691248771,0.0009891196834817012,0.0,1.0,1.0,0.0
68404,1,0.47435897435897434,1.0,0.20476575121163168,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.8,0.0,0.0,0.0,1.0,1.0,0.0
114070,1,0.641025641025641,1.0,0.425686591276252,0.6000000000000001,0.6000000000000001,0.4,0.6000000000000001,0.6000000000000001,0.8,0.75,0.8,0.8,0.8,0.75,1.0,0.8,1.0,0.0,0.0,1.0,0.0,1.0,0.0
109586,1,0.24358974358974356,1.0,0.3848949919224556,0.8,0.8,0.8,0.8,0.8,0.8,0.75,0.8,1.0,0.8,1.0,1.0,0.8,0.8,0.04818092428711898,0.04945598417408506,1.0,0.0,1.0,0.0
57722,1,0.28205128205128205,1.0,0.3479402261712439,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,0.8,0.75,0.8,0.8,0.4,0.5,0.5,1.0,0.8,0.0,0.0,1.0,0.0,1.0,0.0
105705,1,0.2564102564102564,1.0,0.7778675282714056,0.8,0.4,0.4,0.4,0.8,0.6000000000000001,0.75,0.8,0.2,1.0,0.5,0.0,0.8,0.8,0.05801376597836775,0.06824925816023739,1.0,0.0,1.0,0.0
53511,1,0.08974358974358974,0.0,0.44870759289176093,0.6000000000000001,1.0,0.6000000000000001,0.2,0.6000000000000001,0.8,0.0,0.8,1.0,1.0,0.75,0.0,0.6000000000000001,0.2,0.019665683382497544,0.033630069238377844,1.0,0.0,0.0,1.0
81721,0,0.16666666666666663,1.0,0.2940226171243942,1.0,0.0,1.0,0.6000000000000001,0.2,1.0,0.0,0.2,0.8,0.4,1.0,0.75,1.0,0.2,0.0,0.0,0.0,1.0,1.0,0.0
118457,1,0.423076923076923,1.0,0.7538368336025849,0.2,0.2,0.2,0.2,1.0,0.8,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0029498525073746312,0.0,0.0,1.0,1.0,0.0
126150,1,0.37179487179487175,1.0,0.6435783521809371,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
5530,1,0.7051282051282051,0.0,0.07532310177705978,0.6000000000000001,0.8,0.8,0.8,0.6000000000000001,0.6000000000000001,0.5,0.6000000000000001,0.2,0.4,0.5,0.0,0.6000000000000001,0.6000000000000001,0.0904621435594887,0.07517309594460929,0.0,1.0,1.0,0.0
80501,1,0.5128205128205128,1.0,0.34693053311793215,0.4,0.4,0.4,0.4,0.8,0.8,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0009891196834817012,1.0,0.0,1.0,0.0
84275,1,0.5384615384615384,0.0,0.06118739903069467,0.4,0.8,0.8,0.8,0.4,0.4,0.25,0.4,0.8,1.0,0.5,0.0,0.8,0.4,0.0,0.0,0.0,1.0,1.0,0.0
12963,1,0.41025641025641024,0.5,0.06623586429725364,0.2,0.8,1.0,0.8,0.2,0.2,0.0,0.2,0.8,0.4,0.75,0.0,0.8,0.2,0.0,0.0,1.0,0.0,1.0,0.0
62994,1,0.6538461538461539,0.0,0.16781098546042006,0.6000000000000001,0.2,0.8,0.2,0.2,0.6000000000000001,0.75,0.8,0.8,0.6000000000000001,0.75,0.75,0.8,0.2,0.03146509341199607,0.02373887240356083,1.0,0.0,1.0,0.0
18460,1,0.5256410256410257,0.0,0.04483037156704362,1.0,0.4,0.8,0.8,1.0,1.0,1.0,1.0,0.8,0.4,0.75,0.0,0.2,1.0,0.0,0.0,0.0,1.0,1.0,0.0
21155,0,0.30769230769230765,0.0,0.18638933764135704,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,0.6000000000000001,0.75,0.8,0.2,0.8,0.25,1.0,0.2,0.8,0.04031465093411996,0.010880316518298714,0.0,1.0,1.0,0.0
16994,1,0.5897435897435898,1.0,0.16397415185783523,0.4,0.4,0.4,0.4,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.4,0.0,0.028684470820969338,0.0,1.0,1.0,0.0
96378,1,0.21794871794871795,1.0,0.2778675282714055,0.4,0.4,0.4,0.4,0.8,0.8,0.75,0.8,0.8,0.4,0.75,1.0,1.0,0.8,0.0344149459193707,0.006923837784371909,0.0,1.0,1.0,0.0
11467,1,0.6538461538461539,0.5,0.03231017770597739,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.5,0.6000000000000001,0.6000000000000001,0.8,0.75,0.25,0.6000000000000001,0.6000000000000001,0.0,0.0,0.0,1.0,1.0,0.0
87488,1,0.4358974358974359,1.0,0.05856219709208402,0.0,0.0,0.0,0.2,0.8,1.0,1.0,0.8,0.8,0.8,0.75,0.75,0.8,0.6000000000000001,0.0,0.0,1.0,0.0,1.0,0.0
38682,0,0.3333333333333333,0.5,0.5397819063004847,0.4,0.4,0.4,1.0,1.0,0.4,1.0,1.0,1.0,0.4,0.75,0.5,0.8,1.0,0.03933136676499509,0.043521266073194856,1.0,0.0,1.0,0.0
35886,1,0.08974358974358974,0.0,0.18295638126009695,0.2,0.6000000000000001,0.2,0.8,0.8,0.2,0.75,0.8,0.6000000000000001,0.2,0.75,0.25,0.8,0.8,0.008849557522123894,0.019782393669634024,0.0,1.0,0.0,1.0
1340,1,0.3589743589743589,1.0,0.5704765751211632,0.0,0.8,0.0,0.8,0.4,0.8,1.0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.5,0.5,0.6000000000000001,0.8,0.0,0.0,1.0,0.0,1.0,0.0
64381,1,0.5256410256410257,0.0,0.22758481421647822,0.8,0.8,0.8,0.2,0.4,0.8,0.25,0.4,0.2,0.8,0.75,0.5,0.6000000000000001,0.4,0.014749262536873158,0.006923837784371909,0.0,1.0,0.0,1.0
76542,1,0.28205128205128205,1.0,0.6900242326332796,0.6000000000000001,1.0,1.0,1.0,0.6000000000000001,0.6000000000000001,0.5,0.6000000000000001,0.8,0.6000000000000001,0.75,0.0,0.8,0.6000000000000001,0.0,0.0,0.0,1.0,1.0,0.0
86213,1,0.7435897435897435,0.0,0.06563004846526657,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2,0.8,0.75,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.5,0.75,0.6000000000000001,0.8,0.0,0.0,1.0,0.0,1.0,0.0
101323,1,0.37179487179487175,0.0,0.19285137318255252,0.6000000000000001,1.0,0.6000000000000001,0.2,1.0,0.6000000000000001,0.0,1.0,0.8,1.0,1.0,0.5,0.8,1.0,0.06194690265486726,0.05341246290801187,0.0,1.0,0.0,1.0
81755,1,0.4871794871794871,1.0,0.23081583198707595,0.8,0.8,0.8,0.8,0.8,1.0,0.75,0.8,0.8,0.8,0.75,0.75,0.8,0.6000000000000001,0.011799410029498525,0.002967359050445104,0.0,1.0,1.0,0.0
64345,1,0.5641025641025641,1.0,0.7209208400646204,0.8,0.8,0.8,0.8,0.4,0.8,0.5,0.8,0.8,0.8,0.75,0.0,0.8,0.4,0.0,0.0,0.0,1.0,1.0,0.0
46366,1,0.5256410256410257,1.0,0.7849353796445881,0.6000000000000001,0.8,0.4,0.8,0.2,0.6000000000000001,0.25,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.5,0.75,0.6000000000000001,0.2,0.0,0.0,0.0,1.0,1.0,0.0
80948,1,0.5,1.0,0.48222940226171246,1.0,1.0,1.0,1.0,0.8,1.0,0.75,0.8,0.8,0.8,0.75,0.5,0.8,1.0,0.0029498525073746312,0.0009891196834817012,0.0,1.0,1.0,0.0
118153,1,0.3333333333333333,1.0,0.2845315024232633,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.014749262536873158,0.004945598417408506,1.0,0.0,1.0,0.0
93323,1,0.46153846153846145,1.0,0.3247172859450727,0.0,0.0,0.0,0.4,1.0,0.8,0.75,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.5,1.0,0.6000000000000001,0.6000000000000001,0.0,0.0,0.0,1.0,1.0,0.0
98498,0,0.2564102564102564,1.0,0.12863489499192246,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0009832841691248771,0.0,1.0,0.0,1.0,0.0
22168,1,0.5384615384615384,1.0,0.10137318255250405,0.4,0.4,0.4,0.4,1.0,0.8,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.4,0.0,0.0,1.0,0.0,1.0,0.0
93593,0,0.41025641025641024,1.0,0.025848142164781904,1.0,1.0,1.0,0.6000000000000001,0.8,1.0,0.75,0.8,0.6000000000000001,0.4,0.75,0.75,0.8,0.8,0.03933136676499509,0.043521266073194856,1.0,0.0,1.0,0.0
47741,1,0.025641025641025633,1.0,0.08481421647819064,0.6000000000000001,0.4,0.6000000000000001,0.8,0.4,0.6000000000000001,1.0,0.4,0.4,0.4,0.5,0.0,0.8,0.4,0.008849557522123894,0.009891196834817012,0.0,1.0,0.0,1.0
97951,1,0.6282051282051282,1.0,0.7485864297253636,0.4,0.4,0.4,0.4,0.6000000000000001,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.8,0.008849557522123894,0.0,1.0,0.0,1.0,0.0
3055,1,0.6153846153846153,1.0,0.4991922455573506,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.017699115044247787,0.008902077151335312,0.0,1.0,1.0,0.0
100464,0,0.41025641025641024,1.0,0.1108642972536349,0.8,0.8,0.8,0.8,1.0,0.8,0.0,1.0,0.6000000000000001,0.8,0.75,0.5,1.0,1.0,0.043264503441494594,0.037586547972304644,1.0,0.0,1.0,0.0
57690,1,0.6794871794871794,1.0,0.16882067851373184,1.0,1.0,1.0,1.0,1.0,0.8,0.75,0.8,0.8,0.8,0.75,1.0,0.8,0.6000000000000001,0.0029498525073746312,0.0,0.0,1.0,1.0,0.0
74718,1,0.5512820512820512,0.0,0.23707592891760906,1.0,0.6000000000000001,1.0,0.8,0.4,1.0,0.5,0.4,0.4,0.6000000000000001,0.75,0.0,0.6000000000000001,0.4,0.02064896755162242,0.003956478733926805,0.0,1.0,0.0,1.0
38282,1,0.34615384615384615,0.0,0.23061389337641358,0.4,0.4,0.4,0.8,1.0,0.4,0.75,1.0,0.8,0.8,0.25,0.25,0.6000000000000001,1.0,0.057030481809242875,0.05539070227497527,1.0,0.0,0.0,1.0
9723,1,0.6923076923076923,0.0,0.033925686591276254,0.6000000000000001,1.0,0.6000000000000001,0.4,1.0,0.6000000000000001,1.0,1.0,1.0,0.6000000000000001,1.0,0.5,0.4,1.0,0.0,0.0,0.0,1.0,0.0,1.0
